,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,TRA
Gatm,0.9426,0.05740000000000001,2.798597547557051,2.5040836e-05,2.8477307e-06,0.0,0.25,2.157469,2.1624784,2.7314224,-6.382473,10.551361,0.42629054,0.0076730587,0.051910770886909166,0.005504587155963306,0.23729357,0.0047914907,True,WT vs Aire_KO,WT,Aire_KO,False
Igfbp6,0.9426,0.05740000000000001,2.798597547557051,7.2611285e-05,1.1183344e-05,0.0,0.25,2.1552076,2.142013,2.9724784,-8.790336,11.574524,1.1770169,0.12577136,0.12732492075832258,0.06772310258548797,0.6690487,0.09569671,True,WT vs Aire_KO,WT,Aire_KO,True
Schip1,0.9278,0.07220000000000004,2.5533760186929015,3.1725554e-05,3.4369345e-06,0.0,0.25,2.1540334,1.9151659,1.9549338,-3.6736965,8.414,0.3529717,0.035196,0.16829137013336537,0.034195162635529505,0.2628827,0.025120787,False,WT vs Aire_KO,WT,Aire_KO,True
Cxcl14,0.9494,0.05059999999999998,2.931878442728327,5.4370772e-05,1.19341985e-05,0.0,0.25,2.1510515,2.2768207,2.178975,-6.585679,9.50742,0.2073429,0.023352785,0.06267567729202864,0.009674728940783993,0.16819301,0.01867467,True,WT vs Aire_KO,WT,Aire_KO,True
Tnik,0.9514,0.04859999999999998,2.974310857841264,6.5803215e-05,1.2481727e-05,0.0,0.25,2.1423898,2.1344376,1.7984716,-4.6343985,8.283587,0.6407368,0.078398764,0.2893965671909736,0.06221851542952482,0.48299083,0.05891736,True,WT vs Aire_KO,WT,Aire_KO,False
Nrxn3,0.9456,0.054400000000000004,2.8554553195417203,5.0061433e-05,9.039877e-06,0.0,0.25,2.14215,2.1598196,2.3410141,-7.062392,10.643916,0.7255472,0.06472062,0.09700376771723901,0.02018348623853208,0.468572,0.047131788,True,WT vs Aire_KO,WT,Aire_KO,True
Smoc2,0.952,0.04800000000000004,2.987363826054364,4.551178e-05,1.0703193e-05,0.0,0.25,2.1362777,2.1294308,1.8254619,-4.7133026,9.518942,0.24705167,0.030525416,0.1080078942646932,0.020350291909924906,0.20701711,0.024535988,True,WT vs Aire_KO,WT,Aire_KO,False
Slc12a2,0.9502,0.049799999999999955,2.948657314443122,6.0598402e-05,1.5423235e-05,0.0,0.25,2.1265461,2.1382809,1.8837036,-5.961899,9.164556,0.8569307,0.17397778,0.27205310687161244,0.09741451209341034,0.5595509,0.119744055,True,WT vs Aire_KO,WT,Aire_KO,False
Dmd,0.9382,0.061799999999999966,2.7200596302771367,4.546589e-05,7.212398e-06,0.0,0.25,2.1245577,2.0259314,1.8539932,-4.054777,8.621024,0.4380747,0.06221868,0.14490760122001978,0.050208507089241114,0.32381743,0.046973653,False,WT vs Aire_KO,WT,Aire_KO,False
Slc35f1,0.9382,0.061799999999999966,2.7200596302771367,2.3804392e-05,3.7659277e-06,0.0,0.25,2.1077213,2.0085487,2.0762181,-4.0519295,9.558091,0.13713272,0.011175972,0.06058250104658875,0.009674728940783993,0.11411385,0.008418621,False,WT vs Aire_KO,WT,Aire_KO,True
Chsy3,0.9128,0.08720000000000006,2.3483123639093413,1.6796572e-05,8.5943816e-07,0.0,0.25,2.105155,1.3871603,2.9027662,-4.325859,10.90906,0.16506109,0.004336947,0.06297470246994859,0.0041701417848206855,0.10881484,0.0028990796,False,WT vs Aire_KO,WT,Aire_KO,False
Rasl11a,0.9514,0.04859999999999998,2.974310857841264,3.2797645e-05,7.438296e-06,0.0,0.25,2.1025028,2.1342015,2.0185895,-4.44131,8.800059,0.2031558,0.027022496,0.07930147718437791,0.02018348623853208,0.13713281,0.01854452,True,WT vs Aire_KO,WT,Aire_KO,False
Lrp1,0.954,0.04600000000000004,3.03202206805009,3.43629e-05,8.078708e-06,0.0,0.25,2.0964947,2.1877723,1.5349,-4.4898777,6.1660347,0.22952893,0.024854023,0.14018300340888346,0.02101751459549621,0.1644849,0.019670842,True,WT vs Aire_KO,WT,Aire_KO,False
Opcml,0.939,0.061000000000000054,2.7339414617501654,2.6444328e-05,4.1129e-06,0.0,0.25,2.0947247,2.0494938,1.8278946,-4.087949,9.351669,0.25506598,0.020350276,0.06937384127743554,0.015679733110925784,0.15054306,0.011729966,False,WT vs Aire_KO,WT,Aire_KO,True
Antxr1,0.9364,0.06359999999999999,2.689429118717184,4.547902e-05,8.790984e-06,0.0,0.25,2.0926416,2.0799923,1.8172065,-4.64981,8.732702,0.26319867,0.025688052,0.1260092099754745,0.01934945788156795,0.23221156,0.019833386,False,WT vs Aire_KO,WT,Aire_KO,False
Tns1,0.952,0.04800000000000004,2.987363826054364,4.0370815e-05,7.659156e-06,0.0,0.25,2.0894156,2.1529346,1.9437166,-5.344325,8.914648,0.19568084,0.02602166,0.08025835775372175,0.021851542952460338,0.12441965,0.017719587,True,WT vs Aire_KO,WT,Aire_KO,False
Patl2,0.9512,0.048799999999999955,2.969993838112496,2.1455993e-05,3.3564743e-06,0.0,0.25,2.082363,2.1370525,2.0399015,-5.6595516,9.199422,0.19777343,0.004670558,0.09209975479935181,0.0045037531276063405,0.13184164,0.003742572,True,WT vs Aire_KO,WT,Aire_KO,True
Ern1,0.938,0.062000000000000055,2.7166154133318035,2.9054114e-05,5.8565893e-06,0.0,0.25,2.0753384,2.0687294,1.6102521,-3.2849054,7.7963905,0.3339519,0.04537122,0.19424675557682314,0.04170141784820682,0.2363339,0.035027638,False,WT vs Aire_KO,WT,Aire_KO,False
Acta2,0.9486,0.0514,2.9153488569717028,0.00011603417,2.8218354e-05,0.0,0.25,2.0683625,2.0470333,2.4761698,-8.791759,9.705661,1.2334191,0.18682212,0.18760839662699869,0.048040033361134334,1.0168538,0.13825223,True,WT vs Aire_KO,WT,Aire_KO,False
Plch1,0.9422,0.05779999999999996,2.791228628190702,2.2690241e-05,4.8704983e-06,0.0,0.25,2.0637398,2.0726013,1.7841697,-5.148739,7.958415,0.18114738,0.028023323,0.09993421446085453,0.02568807339449533,0.11535008,0.01965103,True,WT vs Aire_KO,WT,Aire_KO,True
Apoe,0.946,0.05400000000000005,2.8632583478732596,0.0004951376,0.00013783253,0.0,0.25,2.0601854,2.1832714,2.5469475,-7.826171,9.996147,5.976426,1.0567194,0.43394533819751147,0.15796497080900485,4.911291,0.84583163,True,WT vs Aire_KO,WT,Aire_KO,False
Gsn,0.9516,0.0484,2.978644768603285,0.00019213608,5.9350055e-05,0.0,0.25,2.0565858,2.1767879,2.155564,-6.8067245,8.5672865,2.3982396,0.49174082,0.47329705161178615,0.17981651376146457,1.6744688,0.39207435,True,WT vs Aire_KO,WT,Aire_KO,False
Krt15,0.9516,0.0484,2.978644768603285,2.6890993e-05,7.2135194e-06,0.0,0.25,2.0520535,2.1629672,2.604199,-8.663362,10.476366,0.48490027,0.08773981,0.05412355720351706,0.010341951626355303,0.29435974,0.05587784,True,WT vs Aire_KO,WT,Aire_KO,True
Acpp,0.9464,0.05359999999999998,2.871116068586631,7.937095e-05,2.443998e-05,0.0,0.25,2.0471747,2.15445,2.1873894,-6.6868496,10.062813,0.86811316,0.13994984,0.28538962980684535,0.06705587989991668,0.5683034,0.10998953,True,WT vs Aire_KO,WT,Aire_KO,True
Zfpm2,0.9236,0.07640000000000002,2.4922962612450195,2.5563315e-05,3.305443e-06,0.0,0.25,2.0470603,1.7789583,1.8624018,-2.925888,8.285309,0.15447536,0.0056713913,0.0684169607080917,0.005337781484570478,0.12264591,0.0028992936,False,WT vs Aire_KO,WT,Aire_KO,True
Bpifa1,0.946,0.05400000000000005,2.8632583478732596,0.00023035669,9.36551e-05,0.0,0.25,2.0452387,2.1693873,2.7152045,-12.304804,12.6020155,6.774034,3.0952723,0.22701991507685737,0.11843202668890596,4.0716753,2.0569527,True,WT vs Aire_KO,WT,Aire_KO,True
Krt19,0.9518,0.04820000000000002,2.982995710668006,0.00015899989,7.4792e-05,0.0,0.25,2.040965,2.3943744,2.462501,-8.585009,9.205821,2.1680686,0.81318045,0.26637162849113205,0.09958298582151703,1.3218486,0.5791738,True,WT vs Aire_KO,WT,Aire_KO,True
Mucl2,0.955,0.04500000000000004,3.0550486389594163,9.257669e-05,1.8908939e-05,0.0,0.25,2.03789,2.193202,2.8469136,-5.9832582,11.668247,2.3742113,0.0018348625,0.11626098917528385,0.001501251042535446,1.3111955,0.0010424459,True,WT vs Aire_KO,WT,Aire_KO,False
Atp8b1,0.9482,0.05179999999999996,2.907175118698705,3.6325953e-05,9.407465e-06,0.0,0.25,2.0378592,2.1238122,1.6737092,-4.3237305,7.0569277,0.33556363,0.05521279,0.1850367800968865,0.03936613844870721,0.2320099,0.043551065,True,WT vs Aire_KO,WT,Aire_KO,False
Phf11d,0.9494,0.05059999999999998,2.931878442728327,3.7967577e-05,1.0720481e-05,0.0,0.25,2.0333295,2.1202035,2.162151,-6.5915556,8.635941,0.36397243,0.06472068,0.18581424555947856,0.038532110091743066,0.2750174,0.05136214,True,WT vs Aire_KO,WT,Aire_KO,False
Adgrl3,0.9302,0.06979999999999997,2.5897654745055814,5.1901006e-05,8.84409e-06,0.0,0.25,2.0259087,1.9003272,1.9124045,-4.6867266,8.570473,0.47892174,0.053711507,0.16900903056037342,0.040700583819849846,0.34388128,0.0375609,False,WT vs Aire_KO,WT,Aire_KO,False
Pik3r3,0.9428,0.05720000000000003,2.8023001084577674,6.3626525e-05,1.1829586e-05,0.0,0.25,2.0256612,1.9588299,1.4867456,-2.8330288,7.380928,0.8754454,0.1392823,0.3580527480414103,0.11976647206004853,0.55580217,0.09954792,True,WT vs Aire_KO,WT,Aire_KO,False
Hrnr,0.9522,0.047799999999999954,2.9917492585600054,8.7631204e-05,1.9958481e-05,0.0,0.25,2.0225444,2.1867576,2.8855734,-12.311705,11.422492,0.77931637,0.10892409,0.07529453980025057,0.015679733110925784,0.44325653,0.089448065,True,WT vs Aire_KO,WT,Aire_KO,False
Ugt2b34,0.9504,0.04959999999999998,2.9528919237865017,3.3307573e-05,5.476452e-06,0.0,0.25,2.0207763,2.0660133,2.7637234,-9.862866,12.03442,0.31929892,0.008340281,0.05017642485497325,0.0028356964136780657,0.17937028,0.005503387,True,WT vs Aire_KO,WT,Aire_KO,True
Tnni1,0.9448,0.05520000000000003,2.840010141024949,2.9279563e-05,6.0471825e-06,0.0,0.25,2.0185118,2.1412563,1.5990957,-3.7513895,6.427105,0.3630158,0.025020832,0.11566293881944395,0.017681401167639693,0.19871812,0.015061582,True,WT vs Aire_KO,WT,Aire_KO,False
Col5a3,0.9422,0.05779999999999996,2.791228628190702,2.9823146e-05,6.7475175e-06,0.0,0.25,2.0158978,2.1717143,2.478848,-5.970951,9.812302,0.28227773,0.039532945,0.10124992524370231,0.029190992493744673,0.17754264,0.032326832,True,WT vs Aire_KO,WT,Aire_KO,True
Garem1,0.9408,0.05920000000000003,2.7658088769647486,2.0367668e-05,4.459404e-06,0.0,0.25,2.0140524,2.0086856,2.2680664,-4.7370596,9.920467,0.18993734,0.024687218,0.10364212666706192,0.021184320266889035,0.13119395,0.018270554,False,WT vs Aire_KO,WT,Aire_KO,False
Fam25c,0.951,0.049000000000000044,2.9656935708683982,0.00010349562,1.7737362e-05,0.0,0.25,2.0139554,2.1490102,2.793605,-7.983218,11.289744,2.1637623,0.21167628,0.1468811673942919,0.023185988323602944,1.2070537,0.13641457,True,WT vs Aire_KO,WT,Aire_KO,True
Cacna1c,0.9314,0.0686,2.608396160780379,2.6102602e-05,4.311457e-06,0.0,0.25,2.0095725,1.8936887,2.2446585,-5.443433,10.714207,0.21057113,0.00834028,0.07409843908857076,0.007005838198498753,0.14222124,0.0068346728,False,WT vs Aire_KO,WT,Aire_KO,False
Abtb2,0.9268,0.07320000000000004,2.5385422457687565,3.1780954e-05,4.6691093e-06,0.0,0.25,2.0081995,1.8105478,2.008398,-4.4247646,8.7825,0.33413213,0.028857352,0.13874768255486736,0.025854879065888157,0.21680012,0.022336053,False,WT vs Aire_KO,WT,Aire_KO,False
Pde7b,0.9336,0.06640000000000001,2.643350884598785,1.4004137e-05,1.6880169e-06,0.0,0.25,2.0043478,1.8149061,2.2390707,-4.169998,9.282973,0.14604278,0.009507918,0.051312720531069195,0.008840700583819855,0.09806971,0.0079995375,False,WT vs Aire_KO,WT,Aire_KO,False
Nup210l,0.9022,0.0978,2.2219115567680574,1.8046852e-05,1.7341824e-06,0.0,0.25,2.004297,1.4818993,2.169307,-4.4378395,9.164063,0.20518798,0.009841528,0.11195502661323656,0.009507923269391165,0.13958408,0.005851677,False,WT vs Aire_KO,WT,Aire_KO,False
Mgp,0.9372,0.06279999999999997,2.702941484593913,0.00019276257,3.784022e-05,0.0,0.25,1.9999648,1.9905295,2.8165996,-8.671302,10.740366,1.607453,0.16980803,0.17205908737515763,0.034195162635529505,1.4615291,0.15449966,False,WT vs Aire_KO,WT,Aire_KO,True
Crim1,0.9412,0.05879999999999996,2.7730136425053487,0.00010131529,2.6122656e-05,0.0,0.25,1.9956832,2.043239,1.8038564,-4.352211,7.4194546,1.2564327,0.254878,0.45595359129242496,0.15629691409507662,0.8947667,0.18900052,False,WT vs Aire_KO,WT,Aire_KO,False
Cnksr3,0.937,0.06299999999999994,2.699548407789103,2.6670143e-05,5.3476524e-06,0.0,0.25,1.9933372,1.9206076,1.5550671,-3.118144,7.2640295,0.25368664,0.02602166,0.16494228814066114,0.0241868223519599,0.1955664,0.0180246,False,WT vs Aire_KO,WT,Aire_KO,False
Sirpa,0.9476,0.0524,2.8950257006709337,2.516039e-05,8.502923e-06,0.0,0.25,1.9928918,2.0929184,2.126377,-7.2797794,8.061176,0.16165228,0.041201018,0.09192033969259984,0.026355296080066634,0.10964967,0.032055788,True,WT vs Aire_KO,WT,Aire_KO,False
Frmpd4,0.9286,0.07140000000000002,2.5653800769531694,4.9748538e-05,5.2787495e-06,0.0,0.25,1.992217,1.7504864,2.6208978,-5.9323816,12.653353,0.604982,0.035696413,0.0806171879672257,0.027522935779816415,0.46647346,0.02941395,False,WT vs Aire_KO,WT,Aire_KO,True
Cobll1,0.9484,0.05159999999999998,2.911254498449377,3.2112006e-05,8.001242e-06,0.0,0.25,1.9920086,2.0162601,1.448965,-3.4463243,6.5978966,0.38508636,0.06505439,0.22833562585970546,0.054712260216847504,0.2561403,0.0468473,True,WT vs Aire_KO,WT,Aire_KO,False
Gip,0.9444,0.05559999999999998,2.8323664346874557,2.6413316e-05,4.7461117e-06,0.0,0.25,1.984483,2.0482626,2.8438995,-6.0901346,10.455801,0.45326328,0.0055045863,0.06967286645535549,0.003502919099249376,0.25924438,0.0041223867,True,WT vs Aire_KO,WT,Aire_KO,False
Egfr,0.947,0.05300000000000005,2.88300700151439,7.812274e-05,1.6254302e-05,0.0,0.25,1.9830412,1.8990026,1.6156868,-3.7698317,6.947896,0.90098435,0.19049115,0.38221398241734794,0.1479566305254355,0.6838138,0.13005394,True,WT vs Aire_KO,WT,Aire_KO,False
Deptor,0.9468,0.053200000000000025,2.879029303884215,4.790552e-05,1.1387796e-05,0.0,0.25,1.9754217,2.0366426,1.8471128,-5.7556257,8.503769,0.5890146,0.079566374,0.27241193708511646,0.061384487072560674,0.37420192,0.062361028,True,WT vs Aire_KO,WT,Aire_KO,False
Ifi202b,0.9418,0.05820000000000003,2.7839074218687356,9.565688e-05,2.1508124e-05,0.0,0.25,1.9677795,1.9394088,2.3598075,-7.6187563,9.878408,1.0742033,0.1377814,0.24448298546738656,0.05988323603002521,0.814699,0.10024098,True,WT vs Aire_KO,WT,Aire_KO,True
Phldb2,0.9428,0.05720000000000003,2.8023001084577674,4.895814e-05,1.1103292e-05,0.0,0.25,1.9675326,2.013773,1.8092542,-4.585718,7.9025574,0.22091708,0.024019998,0.10914418994078902,0.01818181818181817,0.18524748,0.017742408,True,WT vs Aire_KO,WT,Aire_KO,False
Igfbp3,0.9398,0.06020000000000003,2.747994578881558,3.383916e-05,8.228751e-06,0.0,0.25,1.9647106,1.9826794,1.8776664,-6.216798,7.7582636,0.23150444,0.030191815,0.052748041385085126,0.01050875729774813,0.15267211,0.019541604,False,WT vs Aire_KO,WT,Aire_KO,False
Fap,0.9426,0.05740000000000001,2.798597547557051,2.4443356e-05,6.024559e-06,0.0,0.25,1.9642184,2.0080442,1.7026969,-4.087474,7.7206526,0.219661,0.015512919,0.09562825189880723,0.011342785654712268,0.1357209,0.011321269,True,WT vs Aire_KO,WT,Aire_KO,True
Flrt2,0.9356,0.06440000000000001,2.676074257008553,2.7218479e-05,6.5630734e-06,0.0,0.25,1.9617109,1.8974018,1.9569592,-4.151162,8.555869,0.18162589,0.025854854,0.0793612822199619,0.019182652210175125,0.1483836,0.016438013,False,WT vs Aire_KO,WT,Aire_KO,False
Lifr,0.9476,0.0524,2.8950257006709337,0.00016199624,2.923832e-05,0.0,0.25,1.9588856,1.8600717,2.6527452,-7.76754,10.379043,1.7484797,0.25270995,0.33401112373664066,0.1142618849040854,1.4239526,0.17859454,True,WT vs Aire_KO,WT,Aire_KO,False
Nlgn1,0.9064,0.09360000000000002,2.2704502304253054,0.00013940234,1.3260038e-05,0.0,0.25,1.9513928,1.4284363,2.3732953,-4.262417,9.044728,1.5658367,0.07439541,0.2718138867292764,0.06055045871559653,1.1563419,0.052874204,False,WT vs Aire_KO,WT,Aire_KO,True
Nts,0.9434,0.056599999999999984,2.813481219562552,7.622777e-05,1.3528509e-05,0.0,0.25,1.9464283,2.0691438,2.5867329,-5.4660225,9.936996,2.2376182,0.0058381977,0.13324561928113898,0.002001668056713928,1.2584968,0.0041267266,True,WT vs Aire_KO,WT,Aire_KO,True
Dennd1a,0.9302,0.06979999999999997,2.5897654745055814,4.4127573e-05,7.912809e-06,0.0,0.25,1.9422693,1.7329564,1.5697939,-2.1212988,7.2138414,0.4554803,0.067222856,0.24424376532505054,0.05954962468723955,0.33180007,0.047296338,False,WT vs Aire_KO,WT,Aire_KO,False
Cd14,0.9478,0.052200000000000024,2.8990608336247803,4.754064e-05,1.2196704e-05,0.0,0.25,1.9404203,2.0770578,2.1125603,-9.331799,8.908589,0.41403008,0.05754802,0.14305364511691565,0.02885738115095902,0.24033509,0.042796515,True,WT vs Aire_KO,WT,Aire_KO,False
Spink1,0.9474,0.05259999999999998,2.8910050911871408,0.0002818921,6.8689544e-05,0.0,0.25,1.9392707,2.0086493,2.9173532,-8.18867,11.701352,8.963663,0.9409542,0.27528257879314866,0.05487906588824033,4.7453117,0.7243563,True,WT vs Aire_KO,WT,Aire_KO,False
Robo2,0.9394,0.06059999999999999,2.740946326146231,0.000121200384,2.4513723e-05,0.0,0.25,1.9348344,1.8977036,1.8415142,-4.1476965,8.286892,1.2985572,0.210508,0.3273727647868162,0.12760633861551118,0.9943624,0.1486578,False,WT vs Aire_KO,WT,Aire_KO,False
Rab27b,0.938,0.062000000000000055,2.7166154133318035,4.257594e-05,1.2962801e-05,0.0,0.25,1.9331765,2.0405002,2.1114693,-5.041402,8.216602,0.40170866,0.07072563,0.1791758866096541,0.04370308590492077,0.2784186,0.055236764,False,WT vs Aire_KO,WT,Aire_KO,False
Cryba4,0.9468,0.053200000000000025,2.879029303884215,1.977337e-05,4.3811992e-06,0.0,0.25,1.9329177,2.095436,2.58473,-7.349242,10.115862,0.22671919,0.03569642,0.07870342682853801,0.024353628023352725,0.12505285,0.030268552,True,WT vs Aire_KO,WT,Aire_KO,True
Aqp4,0.9326,0.06740000000000002,2.627331228810728,3.7061258e-05,9.6820395e-06,0.0,0.25,1.9306078,1.8881183,2.025196,-7.545245,9.7169,0.25805774,0.039532963,0.054422582381437046,0.01934945788156795,0.15775608,0.025538418,False,WT vs Aire_KO,WT,Aire_KO,True
Gpc3,0.9442,0.05579999999999996,2.828563970104445,2.2795779e-05,6.5236227e-06,0.0,0.25,1.9273716,1.9305687,1.6080048,-5.255686,8.010301,0.1596789,0.06271908,0.07583278512050648,0.0467055879899917,0.09107121,0.033314582,True,WT vs Aire_KO,WT,Aire_KO,False
Selenop,0.9428,0.05720000000000003,2.8023001084577674,7.081845e-05,2.0695128e-05,0.0,0.25,1.9271607,2.018633,2.3259494,-7.0407457,8.817652,0.81561023,0.12994157,0.23371807906226583,0.05337781484570487,0.48978877,0.1028841,True,WT vs Aire_KO,WT,Aire_KO,False
Trpm3,0.93,0.06999999999999995,2.586689211993499,4.563516e-05,4.276555e-06,0.0,0.25,1.9258792,1.6429358,2.6332583,-7.3835344,11.104159,0.55689603,0.030859018,0.12248071287601883,0.028023352793994892,0.38881782,0.021337673,False,WT vs Aire_KO,WT,Aire_KO,True
Fxyd3,0.951,0.049000000000000044,2.9656935708683982,0.0003305915,0.00010945525,0.0,0.25,1.9234356,2.0750098,2.0230627,-6.511839,8.232054,5.1585665,1.0402074,0.6394952454997335,0.22685571309424046,3.2356231,0.78632975,True,WT vs Aire_KO,WT,Aire_KO,True
Krt5,0.9448,0.05520000000000003,2.840010141024949,0.000357362,0.00013398276,0.0,0.25,1.9221125,1.9364724,3.1295,-9.93063,11.067678,5.1089263,1.4957486,0.4490760122002645,0.17381150959132297,3.4678361,0.9822335,True,WT vs Aire_KO,WT,Aire_KO,True
Lgals7,0.9434,0.056599999999999984,2.813481219562552,9.1239905e-05,2.3749491e-05,0.0,0.25,1.9216539,1.8726468,2.7737267,-8.840508,12.414275,2.3875606,0.24437018,0.14269481490341163,0.02885738115095902,1.3267704,0.1727558,True,WT vs Aire_KO,WT,Aire_KO,True
Fat3,0.9374,0.06259999999999999,2.706344658305962,4.45903e-05,9.28974e-06,0.0,0.25,1.9212055,1.8389482,2.0418146,-5.3377256,8.723776,0.27540073,0.029190965,0.10274505113330207,0.020850708924103383,0.2521939,0.02337624,False,WT vs Aire_KO,WT,Aire_KO,True
Camk1d,0.9268,0.07320000000000004,2.5385422457687565,0.00013804407,2.0146972e-05,0.0,0.25,1.920051,1.412396,1.7310215,-2.376257,7.3132143,1.6499715,0.062218625,0.41492733688179817,0.04186822351959965,1.2620739,0.046891667,False,WT vs Aire_KO,WT,Aire_KO,False
Nhs,0.9252,0.07479999999999998,2.515191922495496,7.718042e-05,1.3806187e-05,0.0,0.25,1.9177353,1.7810283,1.7400053,-3.3114557,9.2007065,0.6161585,0.04954137,0.18079062257042222,0.03786488740617175,0.52203345,0.03244297,False,WT vs Aire_KO,WT,Aire_KO,False
Pknox2,0.9492,0.050799999999999956,2.9277229836619862,3.33822e-05,7.2235266e-06,0.0,0.25,1.9169102,1.8907723,1.3361619,-3.833006,7.2527018,0.25069642,0.05154307,0.15088810477842018,0.04487072560467058,0.17757335,0.032966387,True,WT vs Aire_KO,WT,Aire_KO,False
Dsg3,0.93,0.06999999999999995,2.586689211993499,2.1851374e-05,5.5972982e-06,0.0,0.25,1.9162843,1.8636751,1.9004078,-5.106926,9.257637,0.14855564,0.01751458,0.06967286645535549,0.014678899082568819,0.0945881,0.013341824,False,WT vs Aire_KO,WT,Aire_KO,True
Elmo1,0.9446,0.055400000000000005,2.8361817937898715,3.4097815e-05,7.4451796e-06,0.0,0.25,1.9147848,1.8893924,1.3810072,-2.6190462,7.4515047,0.34399906,0.03786491,0.17056396148555752,0.032026688907422725,0.22338995,0.026212085,True,WT vs Aire_KO,WT,Aire_KO,False
Col6a2,0.9456,0.054400000000000004,2.8554553195417203,5.5956436e-05,1.7281423e-05,0.0,0.25,1.9096811,2.057147,1.9032651,-7.469714,7.484518,0.29621243,0.052210208,0.1289994617546747,0.026688907422852286,0.2587532,0.045397937,True,WT vs Aire_KO,WT,Aire_KO,True
Lypd3,0.9374,0.06259999999999999,2.706344658305962,4.956164e-05,1.3531608e-05,0.0,0.25,1.9091221,1.975205,2.4035463,-8.8861885,11.260279,0.5214395,0.07206006,0.11022068058130084,0.02452043369474555,0.30641475,0.053920865,False,WT vs Aire_KO,WT,Aire_KO,True
Cpm,0.9356,0.06440000000000001,2.676074257008553,5.062469e-05,1.0180507e-05,0.0,0.25,1.9049286,1.846034,1.6676966,-4.312002,7.934966,0.6143711,0.07506259,0.21248729142994438,0.054211843202669016,0.369233,0.04985907,False,WT vs Aire_KO,WT,Aire_KO,False
Ankrd6,0.931,0.06899999999999995,2.6021526384934215,2.5094228e-05,5.6170447e-06,0.0,0.25,1.9033791,1.8078399,1.6344221,-2.957241,7.7462835,0.18455514,0.019849857,0.11434722803659617,0.017681401167639693,0.15198483,0.0135094635,False,WT vs Aire_KO,WT,Aire_KO,False
Rbfox1,0.9004,0.09960000000000002,2.201676855146598,0.0002394516,2.2807193e-05,0.0,0.25,1.9024887,1.3627696,2.3835309,-3.9069147,9.694103,2.9647698,0.18431951,0.3651097422403228,0.13711426188490206,2.2825134,0.12869209,False,WT vs Aire_KO,WT,Aire_KO,False
Sorcs1,0.9394,0.06059999999999999,2.740946326146231,2.9587623e-05,5.539195e-06,0.0,0.25,1.9022425,1.9287219,1.9509627,-4.03111,8.695699,0.3553023,0.028023327,0.11877280066981144,0.021517931609674686,0.22551136,0.020115107,False,WT vs Aire_KO,WT,Aire_KO,True
Gm47283,0.9474,0.05259999999999998,2.8910050911871408,0.000104060615,2.2235248e-05,0.0,0.25,1.8901088,1.8450141,1.3739862,-3.0055075,6.5806255,1.7270902,0.30441833,0.5361521440105744,0.2181818181818137,1.0342398,0.1848705,True,WT vs Aire_KO,WT,Aire_KO,False
Samd5,0.9382,0.061799999999999966,2.7200596302771367,3.0424022e-05,8.784933e-06,0.0,0.25,1.889842,1.910306,1.9030296,-4.081663,8.903206,0.15274179,0.018515415,0.07667005561868234,0.014345287739783164,0.104292355,0.01331119,False,WT vs Aire_KO,WT,Aire_KO,False
