Gene Symbol,Ensembl ID,GNF GeneAtlas
Ybx2,ENSMUSG00000018554,TRE
Slc2a4,ENSMUSG00000018566,TRE
Dnahc11,ENSMUSG00000018581,TRE
Glra2,ENSMUSG00000018589,TRE
Smcr7,ENSMUSG00000018599,TRE
Tbx3,ENSMUSG00000018604,TRE
Mmp7,ENSMUSG00000018623,TRE
Crhr1,ENSMUSG00000018634,TRE
Dusp14,ENSMUSG00000018648,TRE
Lhx1,ENSMUSG00000018698,TRE
Cpsf4l,ENSMUSG00000018727,TRE
Slc25a35,ENSMUSG00000018740,TRE
Amac1,ENSMUSG00000018776,TRE
Smyd4,ENSMUSG00000018809,TRE
Sfrp5,ENSMUSG00000018822,TRE
Unc45b,ENSMUSG00000018845,TRE
Fdxr,ENSMUSG00000018861,TRE
Otop3,ENSMUSG00000018862,TRE
Sult4a1,ENSMUSG00000018865,TRE
Pnpla5,ENSMUSG00000018868,TRE
Alox12e,ENSMUSG00000018907,TRE
Tm4sf5,ENSMUSG00000018919,TRE
Alox15,ENSMUSG00000018924,TRE
Ccl4,ENSMUSG00000018930,TRE
E2f2,ENSMUSG00000018983,TRE
Slfn3,ENSMUSG00000018986,TRE
Dnahc1,ENSMUSG00000019027,TRE
Dnase1l1,ENSMUSG00000019088,TRE
Aldh3a1,ENSMUSG00000019102,TRE
Cacng2,ENSMUSG00000019146,TRE
Styxl1,ENSMUSG00000019178,TRE
Scn1b,ENSMUSG00000019194,TRE
Lhx9,ENSMUSG00000019230,TRE
Agxt2l1,ENSMUSG00000019232,TRE
2610027L16Rik,ENSMUSG00000019297,TRE
Hsd17b1,ENSMUSG00000019301,TRE
Psmc3ip,ENSMUSG00000019303,TRE
Noxo1,ENSMUSG00000019320,TRE
Gdpd2,ENSMUSG00000019359,TRE
Sec14l4,ENSMUSG00000019368,TRE
Ptger1,ENSMUSG00000019464,TRE
Ap4m1,ENSMUSG00000019518,TRE
Rcn3,ENSMUSG00000019539,TRE
Arid3a,ENSMUSG00000019564,TRE
Sema6a,ENSMUSG00000019647,TRE
Lyst,ENSMUSG00000019726,TRE
Calr3,ENSMUSG00000019732,TRE
Prl8a1,ENSMUSG00000019756,TRE
Krt10,ENSMUSG00000019761,TRE
Iyd,ENSMUSG00000019762,TRE
Vip,ENSMUSG00000019772,TRE
Rgs17,ENSMUSG00000019775,TRE
Clvs2,ENSMUSG00000019785,TRE
Trdn,ENSMUSG00000019787,TRE
Hey2,ENSMUSG00000019789,TRE
Nr2e1,ENSMUSG00000019803,TRE
Adat2,ENSMUSG00000019808,TRE
Grm1,ENSMUSG00000019828,TRE
Wasf1,ENSMUSG00000019831,TRE
Slc22a16,ENSMUSG00000019834,TRE
Popdc3,ENSMUSG00000019848,TRE
Fam184a,ENSMUSG00000019856,TRE
Nmbr,ENSMUSG00000019865,TRE
Gje1,ENSMUSG00000019867,TRE
Fabp7,ENSMUSG00000019874,TRE
Pkib,ENSMUSG00000019876,TRE
Rspo3,ENSMUSG00000019880,TRE
Mgat4c,ENSMUSG00000019888,TRE
Nts,ENSMUSG00000019890,TRE
Ros1,ENSMUSG00000019893,TRE
Slc6a15,ENSMUSG00000019894,TRE
Lin7a,ENSMUSG00000019906,TRE
Fam162b,ENSMUSG00000019909,TRE
Sim1,ENSMUSG00000019913,TRE
Kera,ENSMUSG00000019932,TRE
2310015B20Rik,ENSMUSG00000019933,TRE
Epyc,ENSMUSG00000019936,TRE
1700040L02Rik,ENSMUSG00000019945,TRE
Cep290,ENSMUSG00000019971,TRE
Ahi1,ENSMUSG00000019986,TRE
Arg1,ENSMUSG00000019987,TRE
Pde7b,ENSMUSG00000019990,TRE
Fam54a,ENSMUSG00000019992,TRE
Moxd1,ENSMUSG00000020000,TRE
Il20ra,ENSMUSG00000020007,TRE
Vnn3,ENSMUSG00000020010,TRE
Gm872,ENSMUSG00000020014,TRE
Hal,ENSMUSG00000020017,TRE
Rfx4,ENSMUSG00000020037,TRE
Pah,ENSMUSG00000020051,TRE
Ascl1,ENSMUSG00000020052,TRE
Sycp3,ENSMUSG00000020059,TRE
Mybpc1,ENSMUSG00000020061,TRE
Mypn,ENSMUSG00000020067,TRE
Pbld2,ENSMUSG00000020068,TRE
Pbld1,ENSMUSG00000020072,TRE
Hkdc1,ENSMUSG00000020080,TRE
Aifm2,ENSMUSG00000020085,TRE
H2afy2,ENSMUSG00000020086,TRE
Tbata,ENSMUSG00000020096,TRE
Slc16a7,ENSMUSG00000020102,TRE
Srgap1,ENSMUSG00000020121,TRE
Avpr1a,ENSMUSG00000020123,TRE
Elane,ENSMUSG00000020125,TRE
Pcsk4,ENSMUSG00000020131,TRE
Apc2,ENSMUSG00000020135,TRE
Lgr5,ENSMUSG00000020140,TRE
Gamt,ENSMUSG00000020150,TRE
Kcnmb1,ENSMUSG00000020155,TRE
Mum1,ENSMUSG00000020156,TRE
Gabrp,ENSMUSG00000020159,TRE
Cobl,ENSMUSG00000020173,TRE
Rab36,ENSMUSG00000020175,TRE
Adora2a,ENSMUSG00000020178,TRE
Nav3,ENSMUSG00000020181,TRE
E2f7,ENSMUSG00000020185,TRE
4930415F15Rik,ENSMUSG00000020191,TRE
Zpbp,ENSMUSG00000020193,TRE
Mdm1,ENSMUSG00000020212,TRE
Glipr1l1,ENSMUSG00000020213,TRE
Glipr1l2,ENSMUSG00000020214,TRE
Jsrp1,ENSMUSG00000020216,TRE
Wif1,ENSMUSG00000020218,TRE
Slc5a4b,ENSMUSG00000020226,TRE
Slc5a4a,ENSMUSG00000020229,TRE
Glt8d2,ENSMUSG00000020251,TRE
Aldh1l2,ENSMUSG00000020256,TRE
Glyctk,ENSMUSG00000020258,TRE
Adarb1,ENSMUSG00000020262,TRE
Slc36a2,ENSMUSG00000020264,TRE
Lyrm7,ENSMUSG00000020268,TRE
1700008A04Rik,ENSMUSG00000020270,TRE
Rel,ENSMUSG00000020275,TRE
1700093K21Rik,ENSMUSG00000020286,TRE
Nsg2,ENSMUSG00000020297,TRE
4930524B15Rik,ENSMUSG00000020299,TRE
Stc2,ENSMUSG00000020303,TRE
Madcam1,ENSMUSG00000020310,TRE
Shc2,ENSMUSG00000020312,TRE
Theg,ENSMUSG00000020317,TRE
Wdpcp,ENSMUSG00000020319,TRE
Fstl3,ENSMUSG00000020325,TRE
Hcn2,ENSMUSG00000020331,TRE
4930404A10Rik,ENSMUSG00000020332,TRE
Zfp354b,ENSMUSG00000020335,TRE
Zfp354a,ENSMUSG00000020364,TRE
Rasgef1c,ENSMUSG00000020374,TRE
Ltc4s,ENSMUSG00000020377,TRE
3010026O09Rik,ENSMUSG00000020381,TRE
Cdkl3,ENSMUSG00000020389,TRE
Itk,ENSMUSG00000020395,TRE
Nefh,ENSMUSG00000020396,TRE
Havcr2,ENSMUSG00000020399,TRE
Fam71b,ENSMUSG00000020401,TRE
Fabp6,ENSMUSG00000020405,TRE
Upp1,ENSMUSG00000020407,TRE
Nipal4,ENSMUSG00000020411,TRE
Hormad2,ENSMUSG00000020419,TRE
Gabra6,ENSMUSG00000020428,TRE
Igfbp1,ENSMUSG00000020429,TRE
Adcy1,ENSMUSG00000020431,TRE
4921536K21Rik,ENSMUSG00000020434,TRE
Osbp2,ENSMUSG00000020435,TRE
Gabrg2,ENSMUSG00000020436,TRE
Npc1l1,ENSMUSG00000020447,TRE
1700034F02Rik,ENSMUSG00000020461,TRE
Myl7,ENSMUSG00000020469,TRE
Polm,ENSMUSG00000020474,TRE
Ankrd36,ENSMUSG00000020481,TRE
Btnl10,ENSMUSG00000020490,TRE
2810021J22Rik,ENSMUSG00000020491,TRE
Prr11,ENSMUSG00000020493,TRE
Tubd1,ENSMUSG00000020513,TRE
Gria1,ENSMUSG00000020524,TRE
Acaca,ENSMUSG00000020532,TRE
Myocd,ENSMUSG00000020542,TRE
1700108M19Rik,ENSMUSG00000020545,TRE
Efcab10,ENSMUSG00000020562,TRE
Atp6v1c2,ENSMUSG00000020566,TRE
Agr2,ENSMUSG00000020581,TRE
Matn3,ENSMUSG00000020583,TRE
Ntsr2,ENSMUSG00000020591,TRE
Nrcam,ENSMUSG00000020598,TRE
Rgs9,ENSMUSG00000020599,TRE
Slc7a15,ENSMUSG00000020600,TRE
Arsg,ENSMUSG00000020604,TRE
Apob,ENSMUSG00000020609,TRE
1700012B07Rik,ENSMUSG00000020617,TRE
Abca8b,ENSMUSG00000020620,TRE
Nt5c1b,ENSMUSG00000020622,TRE
Map2k6,ENSMUSG00000020623,TRE
Klhl29,ENSMUSG00000020627,TRE
Fkbp1b,ENSMUSG00000020635,TRE
Allc,ENSMUSG00000020636,TRE
Slc26a4,ENSMUSG00000020651,TRE
Cenpo,ENSMUSG00000020652,TRE
Dnajc27,ENSMUSG00000020657,TRE
Efr3b,ENSMUSG00000020658,TRE
Pomc,ENSMUSG00000020660,TRE
Sntg2,ENSMUSG00000020672,TRE
Hnf1b,ENSMUSG00000020679,TRE
Rasl10b,ENSMUSG00000020684,TRE
Efcab3,ENSMUSG00000020690,TRE
Nle1,ENSMUSG00000020692,TRE
Mrc2,ENSMUSG00000020695,TRE
Cct6b,ENSMUSG00000020698,TRE
Tmem132e,ENSMUSG00000020701,TRE
Accn1,ENSMUSG00000020704,TRE
Tcam1,ENSMUSG00000020712,TRE
Gh,ENSMUSG00000020713,TRE
Pecam1,ENSMUSG00000020717,TRE
Polg2,ENSMUSG00000020718,TRE
Cacng1,ENSMUSG00000020722,TRE
Cacng4,ENSMUSG00000020723,TRE
Ccdc46,ENSMUSG00000020728,TRE
Rab37,ENSMUSG00000020732,TRE
Grin2c,ENSMUSG00000020734,TRE
Slc25a19,ENSMUSG00000020744,TRE
Recql5,ENSMUSG00000020752,TRE
Camkk1,ENSMUSG00000020785,TRE
P2rx1,ENSMUSG00000020787,TRE
Spns3,ENSMUSG00000020798,TRE
Tekt1,ENSMUSG00000020799,TRE
Ube2o,ENSMUSG00000020802,TRE
Slc13a5,ENSMUSG00000020805,TRE
Fam64a,ENSMUSG00000020808,TRE
Wscd1,ENSMUSG00000020811,TRE
1810032O08Rik,ENSMUSG00000020812,TRE
Mxra7,ENSMUSG00000020814,TRE
Nos2,ENSMUSG00000020826,TRE
Dhrs13,ENSMUSG00000020834,TRE
Coro6,ENSMUSG00000020836,TRE
Slc6a4,ENSMUSG00000020838,TRE
Tmigd1,ENSMUSG00000020839,TRE
Cacna1g,ENSMUSG00000020866,TRE
Xylt2,ENSMUSG00000020868,TRE
Hoxb9,ENSMUSG00000020875,TRE
Scrn2,ENSMUSG00000020877,TRE
Lrrc46,ENSMUSG00000020878,TRE
Cacnb1,ENSMUSG00000020882,TRE
Asgr1,ENSMUSG00000020884,TRE
Dlg4,ENSMUSG00000020886,TRE
Nr1d1,ENSMUSG00000020889,TRE
Aurkb,ENSMUSG00000020897,TRE
Pik3r5,ENSMUSG00000020901,TRE
Wdr16,ENSMUSG00000020904,TRE
Rcvrn,ENSMUSG00000020907,TRE
Myh3,ENSMUSG00000020908,TRE
Krt12,ENSMUSG00000020912,TRE
Krt24,ENSMUSG00000020913,TRE
Adam11,ENSMUSG00000020926,TRE
Higd1b,ENSMUSG00000020928,TRE
Ccdc103,ENSMUSG00000020930,TRE
Map3k14,ENSMUSG00000020941,TRE
Foxg1,ENSMUSG00000020950,TRE
Coch,ENSMUSG00000020953,TRE
Tshr,ENSMUSG00000020963,TRE
1110034A24Rik,ENSMUSG00000020973,TRE
Cdkl1,ENSMUSG00000020990,TRE
Spata7,ENSMUSG00000021007,TRE
Npas3,ENSMUSG00000021010,TRE
1110008L16Rik,ENSMUSG00000021023,TRE
Ngb,ENSMUSG00000021032,TRE
Nova1,ENSMUSG00000021047,TRE
Esr2,ENSMUSG00000021055,TRE
Tex21,ENSMUSG00000021056,TRE
Akap5,ENSMUSG00000021057,TRE
Spnb1,ENSMUSG00000021061,TRE
Atl1,ENSMUSG00000021066,TRE
Trim9,ENSMUSG00000021071,TRE
Tomm20l,ENSMUSG00000021078,TRE
Serpina1f,ENSMUSG00000021081,TRE
4930403N07Rik,ENSMUSG00000021086,TRE
Rtn1,ENSMUSG00000021087,TRE
Lrrc9,ENSMUSG00000021090,TRE
4930447C04Rik,ENSMUSG00000021098,TRE
Six6,ENSMUSG00000021099,TRE
Rdh12,ENSMUSG00000021123,TRE
Arg2,ENSMUSG00000021125,TRE
Galntl1,ENSMUSG00000021130,TRE
Slc10a1,ENSMUSG00000021135,TRE
Pacs2,ENSMUSG00000021143,TRE
2610021K21Rik,ENSMUSG00000021176,TRE
Tdp1,ENSMUSG00000021177,TRE
Chga,ENSMUSG00000021194,TRE
Akr1c21,ENSMUSG00000021207,TRE
Ifi27l2b,ENSMUSG00000021208,TRE
Ppp4r4,ENSMUSG00000021209,TRE
Akr1c6,ENSMUSG00000021210,TRE
Akr1c18,ENSMUSG00000021214,TRE
Tshz3,ENSMUSG00000021217,TRE
Dpf3,ENSMUSG00000021221,TRE
Acot3,ENSMUSG00000021228,TRE
Coq6,ENSMUSG00000021235,TRE
Vsx2,ENSMUSG00000021239,TRE
Esrrb,ENSMUSG00000021255,TRE
Vash1,ENSMUSG00000021256,TRE
Angel1,ENSMUSG00000021257,TRE
Ccnk,ENSMUSG00000021258,TRE
Cyp46a1,ENSMUSG00000021259,TRE
Slc25a29,ENSMUSG00000021265,TRE
Amn,ENSMUSG00000021278,TRE
1200009I06Rik,ENSMUSG00000021280,TRE
Kif26a,ENSMUSG00000021294,TRE
Gpr132,ENSMUSG00000021298,TRE
Hecw1,ENSMUSG00000021301,TRE
Gng4,ENSMUSG00000021303,TRE
Ryr2,ENSMUSG00000021313,TRE
Gli3,ENSMUSG00000021318,TRE
Sfrp4,ENSMUSG00000021319,TRE
Aoah,ENSMUSG00000021322,TRE
Slc17a1,ENSMUSG00000021335,TRE
Scgn,ENSMUSG00000021337,TRE
Prl,ENSMUSG00000021342,TRE
Prl8a6,ENSMUSG00000021345,TRE
Prl8a8,ENSMUSG00000021346,TRE
Prl7b1,ENSMUSG00000021347,TRE
Prl7d1,ENSMUSG00000021348,TRE
Irf4,ENSMUSG00000021356,TRE
Gcm2,ENSMUSG00000021362,TRE
Mak,ENSMUSG00000021363,TRE
Elovl2,ENSMUSG00000021364,TRE
Edn1,ENSMUSG00000021367,TRE
Tpmt,ENSMUSG00000021376,TRE
Barx1,ENSMUSG00000021381,TRE
Aspn,ENSMUSG00000021388,TRE
Cenpp,ENSMUSG00000021391,TRE
Nxnl2,ENSMUSG00000021396,TRE
Serpinb9b,ENSMUSG00000021403,TRE
Serpinb9c,ENSMUSG00000021404,TRE
1700026J04Rik,ENSMUSG00000021414,TRE
Eci3,ENSMUSG00000021416,TRE
Ly86,ENSMUSG00000021423,TRE
Ctsq,ENSMUSG00000021439,TRE
Cts6,ENSMUSG00000021441,TRE
Fbp2,ENSMUSG00000021456,TRE
Ror2,ENSMUSG00000021464,TRE
Msx2,ENSMUSG00000021469,TRE
Drd1a,ENSMUSG00000021478,TRE
Cdk20,ENSMUSG00000021483,TRE
Slc34a1,ENSMUSG00000021490,TRE
F12,ENSMUSG00000021492,TRE
Catsper3,ENSMUSG00000021499,TRE
Pitx1,ENSMUSG00000021506,TRE
Slc25a48,ENSMUSG00000021509,TRE
1700001L19Rik,ENSMUSG00000021534,TRE
Lect2,ENSMUSG00000021539,TRE
1700067P10Rik,ENSMUSG00000021545,TRE
Slc28a3,ENSMUSG00000021553,TRE
Slc6a19,ENSMUSG00000021565,TRE
Nkd2,ENSMUSG00000021567,TRE
Cep72,ENSMUSG00000021572,TRE
Tppp,ENSMUSG00000021573,TRE
Ahrr,ENSMUSG00000021575,TRE
Pcsk1,ENSMUSG00000021587,TRE
Spata9,ENSMUSG00000021590,TRE
Srd5a1,ENSMUSG00000021594,TRE
Mctp1,ENSMUSG00000021596,TRE
Irx4,ENSMUSG00000021604,TRE
Slc6a18,ENSMUSG00000021612,TRE
Hapln1,ENSMUSG00000021613,TRE
Vcan,ENSMUSG00000021614,TRE
Xrcc4,ENSMUSG00000021615,TRE
Acot12,ENSMUSG00000021620,TRE
Cd180,ENSMUSG00000021624,TRE
Naip1,ENSMUSG00000021640,TRE
Cartpt,ENSMUSG00000021647,TRE
F2rl2,ENSMUSG00000021675,TRE
F2rl1,ENSMUSG00000021678,TRE
Crhbp,ENSMUSG00000021680,TRE
Ercc8,ENSMUSG00000021694,TRE
Depdc1b,ENSMUSG00000021697,TRE
Rab3c,ENSMUSG00000021700,TRE
Thbs4,ENSMUSG00000021702,TRE
Rasgrf2,ENSMUSG00000021708,TRE
Cenpk,ENSMUSG00000021714,TRE
4933425L06Rik,ENSMUSG00000021718,TRE
Rgs7bp,ENSMUSG00000021719,TRE
Rnf180,ENSMUSG00000021720,TRE
Htr1a,ENSMUSG00000021721,TRE
Hcn1,ENSMUSG00000021730,TRE
Fezf2,ENSMUSG00000021743,TRE
4930452B06Rik,ENSMUSG00000021747,TRE
Fam107a,ENSMUSG00000021750,TRE
Acox2,ENSMUSG00000021751,TRE
Ddx4,ENSMUSG00000021758,TRE
Dusp13,ENSMUSG00000021768,TRE
Sftpa1,ENSMUSG00000021789,TRE
Dydc1,ENSMUSG00000021790,TRE
Dydc2,ENSMUSG00000021791,TRE
Sftpd,ENSMUSG00000021795,TRE
Opn4,ENSMUSG00000021799,TRE
Cdhr1,ENSMUSG00000021803,TRE
Rgr,ENSMUSG00000021804,TRE
Nid2,ENSMUSG00000021806,TRE
Zmynd17,ENSMUSG00000021815,TRE
Otx2,ENSMUSG00000021848,TRE
1700011H14Rik,ENSMUSG00000021850,TRE
Slc35f4,ENSMUSG00000021852,TRE
Rnase10,ENSMUSG00000021872,TRE
Dnahc12,ENSMUSG00000021879,TRE
Rnase6,ENSMUSG00000021880,TRE
Hacl1,ENSMUSG00000021884,TRE
Asb14,ENSMUSG00000021898,TRE
Phf7,ENSMUSG00000021902,TRE
Galntl2,ENSMUSG00000021903,TRE
Sema3g,ENSMUSG00000021904,TRE
Msmb,ENSMUSG00000021907,TRE
Tnnc1,ENSMUSG00000021909,TRE
Nek4,ENSMUSG00000021918,TRE
Chat,ENSMUSG00000021919,TRE
Itih4,ENSMUSG00000021922,TRE
Ptpn20,ENSMUSG00000021940,TRE
Gata4,ENSMUSG00000021944,TRE
Anxa8,ENSMUSG00000021950,TRE
Tdh,ENSMUSG00000021953,TRE
4930578I06Rik,ENSMUSG00000021961,TRE
F630043A04Rik,ENSMUSG00000021965,TRE
Prss52,ENSMUSG00000021966,TRE
Fgf9,ENSMUSG00000021974,TRE
1700129C05Rik,ENSMUSG00000021977,TRE
Atp8a2,ENSMUSG00000021983,TRE
Fam123a,ENSMUSG00000021986,TRE
Cacna2d3,ENSMUSG00000021991,TRE
Wnt5a,ENSMUSG00000021994,TRE
Lrrc63,ENSMUSG00000021997,TRE
Cpb2,ENSMUSG00000021999,TRE
Enox1,ENSMUSG00000022012,TRE
Epsti1,ENSMUSG00000022014,TRE
Tnfsf11,ENSMUSG00000022015,TRE
Lect1,ENSMUSG00000022025,TRE
Olfm4,ENSMUSG00000022026,TRE
Esco2,ENSMUSG00000022034,TRE
Adam2,ENSMUSG00000022039,TRE
Stmn4,ENSMUSG00000022044,TRE
Ebf2,ENSMUSG00000022053,TRE
Nefm,ENSMUSG00000022054,TRE
Nefl,ENSMUSG00000022055,TRE
Adam7,ENSMUSG00000022056,TRE
Adamdec1,ENSMUSG00000022057,TRE
Nkx3-1,ENSMUSG00000022061,TRE
Rhobtb2,ENSMUSG00000022075,TRE
Klhl1,ENSMUSG00000022076,TRE
Pebp4,ENSMUSG00000022085,TRE
Sorbs3,ENSMUSG00000022091,TRE
Ppp3cc,ENSMUSG00000022092,TRE
Sftpc,ENSMUSG00000022097,TRE
Epb4.9,ENSMUSG00000022099,TRE
Dok2,ENSMUSG00000022102,TRE
Gfra2,ENSMUSG00000022103,TRE
Gpc5,ENSMUSG00000022112,TRE
Spry2,ENSMUSG00000022114,TRE
Rnf219,ENSMUSG00000022120,TRE
Irg1,ENSMUSG00000022126,TRE
Dct,ENSMUSG00000022129,TRE
C9,ENSMUSG00000022149,TRE
Heatr7b2,ENSMUSG00000022155,TRE
Gzme,ENSMUSG00000022156,TRE
Mcpt8,ENSMUSG00000022157,TRE
Rem2,ENSMUSG00000022176,TRE
Slc7a8,ENSMUSG00000022180,TRE
C6,ENSMUSG00000022181,TRE
Pdzd2,ENSMUSG00000022197,TRE
Slc22a17,ENSMUSG00000022199,TRE
Jph4,ENSMUSG00000022208,TRE
Lrrc16b,ENSMUSG00000022211,TRE
Cpne6,ENSMUSG00000022212,TRE
Fitm1,ENSMUSG00000022215,TRE
Cideb,ENSMUSG00000022219,TRE
Adcy4,ENSMUSG00000022220,TRE
Cma1,ENSMUSG00000022225,TRE
Mcpt2,ENSMUSG00000022226,TRE
Atp12a,ENSMUSG00000022229,TRE
Ropn1l,ENSMUSG00000022236,TRE
Slc45a2,ENSMUSG00000022243,TRE
Amacr,ENSMUSG00000022244,TRE
Skor1,ENSMUSG00000022245,TRE
Ttc23l,ENSMUSG00000022249,TRE
March11,ENSMUSG00000022269,TRE
Baalc,ENSMUSG00000022296,TRE
Dcstamp,ENSMUSG00000022303,TRE
Dpys,ENSMUSG00000022304,TRE
Zfpm2,ENSMUSG00000022306,TRE
Csmd3,ENSMUSG00000022311,TRE
Cdh10,ENSMUSG00000022321,TRE
Hrsp12,ENSMUSG00000022323,TRE
Pop1,ENSMUSG00000022325,TRE
Osr2,ENSMUSG00000022330,TRE
Sybu,ENSMUSG00000022340,TRE
Kcnv1,ENSMUSG00000022342,TRE
Slc22a22,ENSMUSG00000022366,TRE
Has2,ENSMUSG00000022367,TRE
Lrrc6,ENSMUSG00000022375,TRE
Adcy8,ENSMUSG00000022376,TRE
Wnt7b,ENSMUSG00000022382,TRE
Ppara,ENSMUSG00000022383,TRE
Gtse1,ENSMUSG00000022385,TRE
Ttll8,ENSMUSG00000022388,TRE
Syngr1,ENSMUSG00000022415,TRE
Dnalc4,ENSMUSG00000022420,TRE
Dmc1,ENSMUSG00000022429,TRE
Ribc2,ENSMUSG00000022431,TRE
Smc1b,ENSMUSG00000022432,TRE
Upk3a,ENSMUSG00000022435,TRE
Parvg,ENSMUSG00000022439,TRE
C1qtnf6,ENSMUSG00000022440,TRE
Efcab6,ENSMUSG00000022441,TRE
Cyp2d26,ENSMUSG00000022445,TRE
Adamts20,ENSMUSG00000022449,TRE
Nell2,ENSMUSG00000022454,TRE
Wbp2nl,ENSMUSG00000022455,TRE
Sept3,ENSMUSG00000022456,TRE
Slc38a4,ENSMUSG00000022464,TRE
Endou,ENSMUSG00000022468,TRE
Col2a1,ENSMUSG00000022483,TRE
Hoxc10,ENSMUSG00000022484,TRE
Hoxc5,ENSMUSG00000022485,TRE
Gtsf1,ENSMUSG00000022487,TRE
Pde1b,ENSMUSG00000022489,TRE
Glycam1,ENSMUSG00000022491,TRE
Prm1,ENSMUSG00000022501,TRE
Ciita,ENSMUSG00000022504,TRE
Trp63,ENSMUSG00000022510,TRE
Cldn1,ENSMUSG00000022512,TRE
4930562C15Rik,ENSMUSG00000022518,TRE
Hrasls,ENSMUSG00000022525,TRE
Mefv,ENSMUSG00000022534,TRE
Tmem44,ENSMUSG00000022537,TRE
Sept12,ENSMUSG00000022542,TRE
4930451G09Rik,ENSMUSG00000022543,TRE
Ercc4,ENSMUSG00000022545,TRE
Naprt1,ENSMUSG00000022574,TRE
Ly6h,ENSMUSG00000022577,TRE
Gpihbp1,ENSMUSG00000022579,TRE
Rhpn1,ENSMUSG00000022580,TRE
Cyp11b2,ENSMUSG00000022589,TRE
Lypd2,ENSMUSG00000022595,TRE
Slurp1,ENSMUSG00000022596,TRE
Psca,ENSMUSG00000022598,TRE
Arc,ENSMUSG00000022602,TRE
1700016M24Rik,ENSMUSG00000022603,TRE
Mapk12,ENSMUSG00000022610,TRE
Miox,ENSMUSG00000022613,TRE
Acr,ENSMUSG00000022622,TRE
Retnlb,ENSMUSG00000022650,TRE
Cd96,ENSMUSG00000022657,TRE
Tagln3,ENSMUSG00000022658,TRE
Gcet2,ENSMUSG00000022659,TRE
Cd200r1,ENSMUSG00000022667,TRE
Mpv17l,ENSMUSG00000022679,TRE
Pla2g10,ENSMUSG00000022683,TRE
B3gnt5,ENSMUSG00000022686,TRE
Sidt1,ENSMUSG00000022696,TRE
Cldn26,ENSMUSG00000022715,TRE
Tmem30c,ENSMUSG00000022753,TRE
Tmem45a,ENSMUSG00000022754,TRE
Slc7a4,ENSMUSG00000022756,TRE
Ncam2,ENSMUSG00000022762,TRE
Aifm3,ENSMUSG00000022763,TRE
Serpind1,ENSMUSG00000022766,TRE
Ccdc116,ENSMUSG00000022768,TRE
Ypel1,ENSMUSG00000022773,TRE
Wdr53,ENSMUSG00000022787,TRE
Igsf11,ENSMUSG00000022790,TRE
4930435E12Rik,ENSMUSG00000022798,TRE
Lmln,ENSMUSG00000022802,TRE
Popdc2,ENSMUSG00000022803,TRE
4932425I24Rik,ENSMUSG00000022805,TRE
Nr1i2,ENSMUSG00000022809,TRE
Hgd,ENSMUSG00000022821,TRE
Muc13,ENSMUSG00000022824,TRE
Ropn1,ENSMUSG00000022832,TRE
Eaf2,ENSMUSG00000022838,TRE
Adcy5,ENSMUSG00000022840,TRE
Clcn2,ENSMUSG00000022843,TRE
Thpo,ENSMUSG00000022847,TRE
Hspbap1,ENSMUSG00000022849,TRE
Ehhadh,ENSMUSG00000022853,TRE
Chodl,ENSMUSG00000022860,TRE
Dgkg,ENSMUSG00000022861,TRE
Ahsg,ENSMUSG00000022868,TRE
Fetub,ENSMUSG00000022871,TRE
Kng1,ENSMUSG00000022875,TRE
Hrg,ENSMUSG00000022877,TRE
Prl2a1,ENSMUSG00000022886,TRE
Masp1,ENSMUSG00000022887,TRE
Ildr1,ENSMUSG00000022900,TRE
Cd86,ENSMUSG00000022901,TRE
Grik1,ENSMUSG00000022935,TRE
Ripply3,ENSMUSG00000022941,TRE
Clic6,ENSMUSG00000022949,TRE
1110004E09Rik,ENSMUSG00000022972,TRE
Krt75,ENSMUSG00000022986,TRE
Lalba,ENSMUSG00000022991,TRE
4930415O20Rik,ENSMUSG00000022993,TRE
Lmbr1l,ENSMUSG00000022999,TRE
Dhh,ENSMUSG00000023000,TRE
Faim2,ENSMUSG00000023011,TRE
Aqp2,ENSMUSG00000023013,TRE
Accn2,ENSMUSG00000023017,TRE
Smarcd1,ENSMUSG00000023018,TRE
Scn8a,ENSMUSG00000023033,TRE
Krt6b,ENSMUSG00000023041,TRE
Soat2,ENSMUSG00000023045,TRE
Amhr2,ENSMUSG00000023047,TRE
Tarbp2,ENSMUSG00000023051,TRE
Fabp2,ENSMUSG00000023057,TRE
Sncg,ENSMUSG00000023064,TRE
Rttn,ENSMUSG00000023066,TRE
Rgn,ENSMUSG00000023070,TRE
Slc10a2,ENSMUSG00000023073,TRE
Cxcl13,ENSMUSG00000023078,TRE
4933430H15Rik,ENSMUSG00000023084,TRE
Sult1c2,ENSMUSG00000023122,TRE
Gzma,ENSMUSG00000023132,TRE
Reg2,ENSMUSG00000023140,TRE
Nagpa,ENSMUSG00000023143,TRE
Lrrc69,ENSMUSG00000023151,TRE
Tmem52,ENSMUSG00000023153,TRE
Cpn2,ENSMUSG00000023176,TRE
Ceacam14,ENSMUSG00000023185,TRE
Leprel2,ENSMUSG00000023191,TRE
Grm2,ENSMUSG00000023192,TRE
Il15ra,ENSMUSG00000023206,TRE
Lcn9,ENSMUSG00000023210,TRE
Epb4.2,ENSMUSG00000023216,TRE
Ccl25,ENSMUSG00000023235,TRE
Scg5,ENSMUSG00000023236,TRE
Guca2a,ENSMUSG00000023247,TRE
Cypt1,ENSMUSG00000023257,TRE
