,Smgc+_salivary_gland,Intercalated.duct_salivary_gland,Acinar_salivary_gland,Bpifa2+_salivary_gland,Basal.duct_salivary_gland,Striated.duct_salivary_gland,Myoepithelial_salivary_gland,GCT_salivary_gland,Ascl3+.duct_salivary_gland
2310009A05Rik,0.20854900777339935,0.28880074620246887,0.056572943925857544,0.10579705238342285,0.21891693770885468,0.18687604367733002,0.16258902847766876,0.11458789557218552,0.11218412220478058
Rab27a,0.06901786476373672,0.056784018874168396,0.02734427899122238,0.03365190327167511,0.04288953170180321,0.0969814658164978,0.06559979915618896,0.0,0.0
Gm27186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khdc3,0.004511795938014984,0.0,0.00040317195816896856,0.0,0.0,0.0,0.0,0.0,0.0
Gm20509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rsl24d1,0.1260787397623062,0.14288024604320526,0.031350426375865936,0.04832793399691582,0.16248150169849396,0.10262748599052429,0.10450734943151474,0.23746100068092346,0.03536544740200043
Gm38215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unc13c,0.0,0.0,0.0,0.0012120320461690426,0.0,0.0,0.021978378295898438,0.0,0.0
Gm37611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n-R5s86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wdr72,0.004512697458267212,0.0,0.001241828198544681,0.0028336881659924984,0.006280137691646814,0.01746702753007412,0.021030671894550323,0.0,0.49597659707069397
Gm24141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nr1h2-ps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onecut1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fam214a,0.04502364248037338,0.049140434712171555,0.001364277908578515,0.0,0.06610169261693954,0.028733009472489357,0.04212944582104683,0.0,0.03661693260073662
Arpp19,0.5607701539993286,0.91876220703125,0.17471462488174438,0.2942691743373871,0.8839111924171448,0.5366896390914917,0.605972170829773,0.7499116063117981,0.7029480338096619
Myo5a,0.0,0.023990202695131302,0.0005572690861299634,0.0,0.0,0.010524622164666653,0.0,0.0,0.0
Gm9719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm16353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myo5c,0.23562116920948029,0.19355438649654388,0.03850322216749191,0.05800634250044823,0.0,0.024560078978538513,0.0,0.0,0.0
Gnb5,0.0,0.0,0.0,0.0009652503067627549,0.0,0.0,0.0,0.0,0.0
Bcl2l10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mapk6,0.03735917806625366,0.11191771179437637,0.010197811760008335,0.028989873826503754,0.05418427288532257,0.06354644894599915,0.030733371153473854,0.0,0.0355023518204689
4933433G15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A130057D12Rik,0.005542573053389788,0.0,0.0006951005198061466,0.0,0.0,0.0,0.0,0.0,0.0
Leo1,0.03304611146450043,0.08188186585903168,0.016871042549610138,0.009399935603141785,0.10053316503763199,0.046128083020448685,0.0,0.0,0.09570722281932831
Gm7972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmod3,0.09238739311695099,0.17288672924041748,0.014662213623523712,0.01995844766497612,0.14561313390731812,0.06791669130325317,0.053684186190366745,0.0,0.0
Tmod2,0.0,0.011587136425077915,0.0,0.0,0.0077193970791995525,0.0,0.033739618957042694,0.0,0.0
Lysmd2,0.0,0.006117354147136211,0.0,0.0,0.08361931145191193,0.005605997983366251,0.06406554579734802,0.0,0.0
Scg3,0.0,0.00792327057570219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bmp5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm44355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmgcll1,0.0,0.0036944756284356117,0.0,0.0,0.009092384949326515,0.0,0.0,0.0,0.0
Gm38083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gfral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hcrtr2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fam83b,0.0,0.02393784001469612,0.0010255500674247742,0.0,0.007985861971974373,0.0,0.0,0.0,0.0
Gm27156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tinag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mlip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930590H14Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730403I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lrrc1,0.05092904344201088,0.07377077639102936,0.01765291951596737,0.005878507159650326,0.06631579995155334,0.06261669844388962,0.0,0.13218286633491516,0.03496306389570236
Gm19569,0.0,0.0,0.0,0.0,0.013465935364365578,0.0,0.0,0.0,0.0
Gm21013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klhl31,0.0,0.0,0.0,0.0,0.007832976058125496,0.0,0.0,0.0,0.0
Gclc,0.15711471438407898,0.11719030886888504,0.006725853309035301,0.17038603127002716,0.1737552136182785,0.03245260566473007,0.11503306031227112,0.0,0.06595982611179352
Elovl5,0.05320100858807564,0.227287158370018,0.01824079640209675,0.030761918053030968,0.10689098387956619,0.04839293658733368,0.10428281873464584,0.0,0.17825762927532196
Gm23609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gcm1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fbxo9,0.20324252545833588,0.20479227602481842,0.07035823911428452,0.0928494855761528,0.16336575150489807,0.11765705049037933,0.2991827726364136,0.2376629114151001,0.24109268188476562
Ick,0.09493377804756165,0.02053094655275345,0.01681012474000454,0.031822171062231064,0.03714871406555176,0.026442917063832283,0.019627830013632774,0.0,0.0
Rn7sk,0.017754267901182175,0.0,0.005992740858346224,0.003225017338991165,0.0,0.0,0.027561036869883537,0.0,0.0
Rn7sk-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C920006O11Rik,0.005811186507344246,0.007504437584429979,0.00035888684215024114,0.0,0.0,0.0,0.0,0.0,0.0
Gsta4,0.2597507834434509,0.38595855236053467,0.011471197940409184,0.06862646341323853,0.9662225842475891,0.4432434141635895,0.3984925150871277,0.5072018504142761,0.0936950147151947
Gsta1,0.0,0.0,0.0,0.0,0.0,0.008590852841734886,0.0,0.0,0.0
Gm10639,0.0,0.0,0.0,0.0,0.0,0.013056810945272446,0.0,0.0,0.0
Omt2a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omt2b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gsta2,0.013465809635818005,0.01035813707858324,0.0,0.0,0.0,0.01916947029531002,0.0,0.0,0.0
Dppa5a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ooep,0.0,0.0,0.0,0.012380541302263737,0.0,0.0,0.0,0.0,0.0
Gm8087,0.0,0.0,0.0,0.0,0.008829585276544094,0.0,0.0,0.0,0.0
4930542C12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ddx43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mb21d1,0.0,0.0,0.0003432192315813154,0.011268316768109798,0.015528597868978977,0.0,0.0,0.0,0.0
Gm17324,0.0,0.0,0.002240280155092478,0.0,0.0,0.0,0.0,0.06345409154891968,0.0
Mto1,0.04976014792919159,0.061356447637081146,0.010572489351034164,0.019031427800655365,0.027837777510285378,0.024715064093470573,0.0,0.06196880340576172,0.07883546501398087
Eef1a1,3.5604143142700195,3.210097074508667,1.567775845527649,1.7033841609954834,3.880058765411377,2.6492996215820312,3.0333399772644043,1.9627095460891724,3.035458564758301
Gm26377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slc17a5,0.08115320652723312,0.05183609947562218,0.08734028786420822,0.10359137505292892,0.09526757895946503,0.035147614777088165,0.02798035554587841,0.0,0.0
Cd109,0.0,0.0,0.0,0.0,0.018466129899024963,0.0,0.0,0.0,0.0
4921509A06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8116,0.023052502423524857,0.0,0.002557085594162345,0.0010630047181621194,0.0,0.004977301228791475,0.0,0.0,0.0
Gm28620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Col12a1,0.0,0.0,0.0,0.0,0.05942344665527344,0.0,0.10837045311927795,0.0,0.0
4930562D21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cox7a2,2.038386821746826,1.9679486751556396,0.8245553970336914,0.9288976192474365,1.4216821193695068,2.226736307144165,1.7294654846191406,2.700988531112671,3.1364448070526123
Tmem30a,0.15630698204040527,0.16519007086753845,0.03420216590166092,0.10388767719268799,0.24475406110286713,0.12304478138685226,0.22511595487594604,0.11871196329593658,0.5240725874900818
4930429F24Rik,0.0,0.0,0.0,0.005427050869911909,0.0,0.0,0.0,0.0,0.0
Filip1,0.0,0.009363505989313126,0.0,0.0,0.0,0.0,0.10825426876544952,0.0,0.0
Gm20477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senp6,0.1534818857908249,0.2388853281736374,0.025268837809562683,0.044833410531282425,0.2980126142501831,0.12856246531009674,0.20009416341781616,0.0,0.07785455882549286
Gm20648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myo6,0.1062566265463829,0.4057997167110443,0.022985564544796944,0.037373218685388565,0.2148105800151825,0.06851755827665329,0.06937302649021149,0.0,0.07554777711629868
Gm27227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Impg1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Htr1b,0.0,0.0,0.0,0.0,0.0,0.006212692242115736,0.0,0.0,0.0
D430036J16Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9531,0.006781287025660276,0.01035813707858324,0.0005107457982376218,0.006022023037075996,0.032170068472623825,0.0035051670856773853,0.021415824070572853,0.0,0.0
Gm26907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mei4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm15896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700063H06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irak1bp1,0.0,0.0,0.0,0.0,0.029572423547506332,0.023686213418841362,0.05123959854245186,0.0,0.0
Phip,0.2621844410896301,0.33814966678619385,0.035315413028001785,0.06621048599481583,0.35678380727767944,0.17907701432704926,0.30671757459640503,0.0,0.2571532130241394
Gm27248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmgn3,0.555086076259613,0.6380817294120789,0.011146338656544685,0.01264224760234356,0.614931583404541,0.1579068899154663,0.6764999628067017,0.0,0.894673764705658
Gm2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29054,0.0,0.01665378548204899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm27216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lca5,0.029487108811736107,0.04023155942559242,0.0,0.0009563186322338879,0.0,0.0,0.0,0.0,0.0
Rps27a-ps2,0.0,0.0,0.001239441684447229,0.0,0.007832976058125496,0.0,0.0,0.0,0.0
Gm2087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37307,0.0,0.0,0.0,0.0015731528401374817,0.0,0.0,0.0,0.0,0.0
Gm28552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sh3bgrl2,0.1353064775466919,0.16571371257305145,0.02256139926612377,0.07295851409435272,0.06295877695083618,0.065147265791893,0.03370073810219765,0.06661400943994522,0.3568713665008545
Gm2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elovl4,0.0,0.0036944756284356117,0.0,0.0,0.04277035966515541,0.0,0.013239569030702114,0.0,0.0
Ttk,0.0,0.0,0.0,0.0,0.021912721917033195,0.0,0.0,0.0,0.0
Bckdhb,0.1505734920501709,0.11054162681102753,0.034854456782341,0.04518512636423111,0.12568311393260956,0.17937064170837402,0.09130349010229111,0.04783307760953903,0.027010632678866386
Gm29163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930554C24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm8228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm11114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fam46a,0.14108996093273163,0.020020144060254097,0.023325039073824883,0.03563480079174042,0.03364414721727371,0.08727329224348068,0.11208214610815048,0.2424282282590866,0.0
Gm36927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibtk,0.18631403148174286,0.09954927861690521,0.05246021971106529,0.09912986308336258,0.07249926030635834,0.06431395560503006,0.05787153169512749,0.0,0.09716473519802094
4933431K14Rik,0.011195908300578594,0.03645165637135506,0.008089877665042877,0.005205153487622738,0.0,0.0186996478587389,0.0,0.0,0.0
Gm22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm18766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9330154J02Rik,0.022590477019548416,0.0,0.0,0.0,0.016196563839912415,0.0,0.0,0.0,0.0
Tpbg,0.10751163959503174,0.08726532012224197,0.0,0.004873317666351795,0.1021207720041275,0.009165458381175995,0.0,0.0,0.0
Ube2cbp,0.004453219473361969,0.01471436396241188,0.0,0.004992763977497816,0.039297908544540405,0.0,0.021415824070572853,0.045760829001665115,0.0
Gm16202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dopey1,0.035551536828279495,0.10317564010620117,0.002114658011123538,0.00921073742210865,0.0352151021361351,0.038713544607162476,0.052720583975315094,0.0,0.09635759145021439
Gm17530,0.00301505159586668,0.017285741865634918,0.002037585014477372,0.0012400939594954252,0.0,0.0,0.0,0.0,0.0
Pgm3,0.12279564887285233,0.04067809879779816,0.015244823880493641,0.06375326961278915,0.05959130451083183,0.017373589798808098,0.09355231374502182,0.0,0.062487419694662094
Rwdd2a,0.008263256400823593,0.0,0.00047075736802071333,0.0009563186322338879,0.0,0.0,0.0,0.0,0.0
Me1,0.0031638836953788996,0.18675988912582397,0.0030550051014870405,0.05172921344637871,0.021791210398077965,0.006050231866538525,0.026259081438183784,0.0,0.038124922662973404
Gm38230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A330041J22Rik,0.0,0.006794983055442572,0.0,0.0023971430491656065,0.010391316376626492,0.0,0.0,0.0,0.0
Gm25949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prss35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snap91,0.07615407556295395,0.027102380990982056,0.0,0.008191273547708988,0.0,0.0,0.0,0.0,0.0
Gm37941,0.020976273342967033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ripply2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyb5r4,0.09637191891670227,0.05904960632324219,0.01084211841225624,0.009008164517581463,0.08557342737913132,0.06243101879954338,0.03651856258511543,0.0,0.061735235154628754
Gm8282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrap2,0.0,0.0036944756284356117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cep162,0.027368659153580666,0.05893631651997566,0.0015750974416732788,0.006535462569445372,0.024414343759417534,0.0,0.020023444667458534,0.0,0.0
Gm24649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tbx18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D030062O11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm9541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm25528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nt5e,0.0,0.04270865395665169,0.0,0.0,0.09464555978775024,0.015398865565657616,0.0,0.0,0.038124922662973404
Snx14,0.02586512267589569,0.04549723491072655,0.007728178985416889,0.03814607486128807,0.05000561848282814,0.06626705825328827,0.024472162127494812,0.07033244520425797,0.10271769016981125
Gm10163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm20537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm28229,0.0,0.015221953392028809,0.0035017055924981833,0.006022021174430847,0.0,0.0,0.0,0.0,0.0
Syncrip,0.18635894358158112,0.3279915750026703,0.06871620565652847,0.08104362338781357,0.4758621156215668,0.11741367727518082,0.45149827003479004,0.06430035829544067,0.17646099627017975
Snhg5,0.13410651683807373,0.14442655444145203,0.017751960083842278,0.023514026775956154,0.29171597957611084,0.06626582890748978,0.19082577526569366,0.12657734751701355,0.23849396407604218
Snord50a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snord50b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm22985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zfp949,0.017447203397750854,0.0036944756284356117,0.00345990969799459,0.0037903536576777697,0.0072938865050673485,0.0161121916025877,0.0,0.0,0.0
Gm26461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trim43a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9430037G07Rik,0.0,0.0,0.0006827107281424105,0.0,0.0,0.009390801191329956,0.0,0.06826131045818329,0.0
Gm29603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm38214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mthfsl,0.059597261250019073,0.06739607453346252,0.010318327695131302,0.033426906913518906,0.14033256471157074,0.06878380477428436,0.1245388463139534,0.11500818282365799,0.07451845705509186
Gm10634,0.0028914925642311573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcl2a1d,0.0,0.0,0.0,0.0010478759650141,0.0,0.0,0.0,0.0,0.0
Gm37560,0.0,0.0,0.0,0.0005562283331528306,0.0,0.0,0.0,0.0,0.0
Gm26082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trim43c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9330159M07Rik,0.0,0.0,0.0021302250679582357,0.0010120630031451583,0.0,0.0,0.0,0.0,0.029490627348423004
Gm9775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm23707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcl2a1a,0.004566690884530544,0.0,0.000839610758703202,0.0,0.008590096607804298,0.009095973335206509,0.0,0.0,0.0
Gm37833,0.0,0.0,0.0,0.001785673783160746,0.009382090531289577,0.0,0.0,0.0,0.0
Gm37993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm37471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm24463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm19498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trim43b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930579C12Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm26423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcl2a1b,0.0,0.0,0.0010854656575247645,0.0010480835335329175,0.0,0.006212692242115736,0.0,0.06238637492060661,0.0
Gm29094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mthfs,0.040687788277864456,0.03238898515701294,0.014207307249307632,0.026554739102721214,0.021223947405815125,0.04048623517155647,0.024660760536789894,0.0,0.0
Gm38091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF529169,0.0,0.0,0.0,0.0,0.0,0.0,0.021415824070572853,0.0,0.0
Tmed3,0.6716359853744507,0.34241536259651184,0.48757919669151306,0.7641109228134155,0.23563452064990997,0.1141892671585083,0.37222447991371155,0.0525362566113472,0.16837303340435028
Ankrd34c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm29608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mir184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700017I07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930524O08Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasgrf1,0.05601536110043526,0.0,0.0003110241377726197,0.0,0.0,0.0,0.0,0.0,0.0
Gm23759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gm17944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
